"Môn học","Lớp","Chủ đề","Thể loại","Câu hỏi","Câu trả lời","Hướng dẫn giải","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","Bằng cách liệt kê các phần tử, hãy viết tập hợp sau: Tập hợp K các tháng (dương lịch) có 31 ngày trong năm.

A. K = {tháng 1; tháng 3; tháng 5; tháng 7; tháng 9; tháng 11};

B. K = {tháng 1; tháng 3; tháng 5; tháng 7; tháng 8; tháng 10; tháng 12};

C. K = {tháng 2; tháng 4; tháng 6; tháng 8; tháng 10; tháng 12};

D. K = {tháng 1; tháng 3; tháng 4; tháng 7; tháng 8; tháng 11; tháng 12};","B","Các tháng (dương lịch) có 31 ngày trong năm là: tháng 1; tháng 3; tháng 5; tháng 7; tháng 8; tháng 10; tháng 12.

Vậy K = {tháng 1; tháng 3; tháng 5; tháng 7; tháng 8; tháng 10; tháng 12}.","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","Tập hợp M là tập hợp các loại phương tiện cơ giới đường bộ.

A. M = {xe ô tô; máy kéo; rơ moóc hoặc sơ mi rơ moóc được kéo bởi xe ô tô, máy kéo; xe mô tô hai bánh; xe mô tô ba bánh; xe gắn máy (kể cả xe máy điện) và các loại xe tương tự}.

B. M = {xe ô tô; xe máy; xe đạp; xe tải; xe container}

C. M = {xe ô tô; máy kéo; rơ moóc hoặc sơ mi rơ moóc được kéo bởi xe ô tô, máy kéo; xe mô tô hai bánh; xe mô tô ba bánh; xe gắn máy (kể cả xe máy điện) và các loại xe tương tự; xe đạp; xe xích lô; xe xúc vật kéo}..

D. M = {môtô; xe đạp; xe gắn máy; xe ô tô; xe taxi; xe buýt}.","A","Các loại phương tiện cơ giới đường bộ bao gồm:

Xe ô tô

Máy kéo

Rơ moóc hoặc sơ mi rơ moóc được kéo bởi xe ô tô, máy kéo

Xe mô tô hai bánh

Xe mô tô ba bánh

Xe gắn máy (kể cả xe máy điện) và các loại xe tương tự.

Khi đó, ta viết: M = {xe ô tô; máy kéo; rơ moóc hoặc sơ mi rơ moóc được kéo bởi xe ô tô, máy kéo; xe mô tô hai bánh; xe mô tô ba bánh; xe gắn máy (kể cả xe máy điện) và các loại xe tương tự}.","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","Cho các tập hợp sau:

X = {0};

Y = {1; 2; 3; …; 49; 50}.

N = {0;1;2;3;...}.

Trong các tập hợp trên tập hợp nào hữu hạn phần tử?

A. X và N;

B. Y và N;

C. N;

D. X và Y.","D","Tập hợp X có 1 phần tử.

Tập hợp Y có 50 phần tử;

Tập hợp có vô số phần tử.

X và Y là những tập hợp có một số hữu hạn các phần tử. Nên D đúng.","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","Chữ số 7 trong số 7 110 385 có giá trị là bao nhiêu?

A. 7 000 000.

B. 7 000.

C. 700.

D. 7.","A","Chữ số 7 trong số 7 110 385 nằm ở hàng triệu và có giá trị là 7 x 1000 000 = 7 000 000.","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm"," Bác Hoa đi chợ. Bác chỉ mang ba loại tiền: loại (có mệnh giá) 1 nghìn (1 000) đồng, loại 10 nghìn (10 000) đồng và loại 100 nghìn (100 000) đồng. Tổng số tiền bác phải trả là 492 nghìn đồng. Nếu mỗi loại tiền, bác mang theo không quá 9 tờ thì bác phải trả bao nhiêu tờ tiền mỗi loại, mà người bán không phải trả lại tiền thừa.

A. 5 tờ 100 nghìn đồng, 9 tờ 10 nghìn đồng, 1 tờ 1 nghìn đồng.

B. 5 tờ 100 nghìn đồng, 9 tờ 10 nghìn đồng, 2 tờ 1 nghìn đồng.

C. 4 tờ 100 nghìn đồng, 9 tờ 10 nghìn đồng, 1 tờ 1 nghìn đồng.

D. 4 tờ 100 nghìn đồng, 9 tờ 10 nghìn đồng, 2 tờ 1 nghìn đồng.","D","Ta có: 492 = 4.100 + 9.10 + 2.

Bác Hoa trả 4 tờ 100 nghìn đồng, 9 tờ 10 nghìn đồng và 2 tờ 1 nghìn thì người bán không phải trả lại tiền thừa.","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm"," Cho hai số tự nhiên m = 12 036 và n= 12 134. Chọn đáp án đúng.

A. m < n;

B. m > n;

C. m ≥ n;

D. m ≤ n.","A","Ta có 12 036 < 12 134 nên m < n.","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","Cho số tự nhiên x, thỏa mãn 120 < x < 122.

A. x = 120;

B. x = 121;

C. x = 122;

D. Không tồn tại x.","B","Vì x là số tự nhiên thỏa mãn 120 < x < 122 nên x = 121.","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","Ba bạn An, Bắc, Cường dựng cố định một cây sào thẳng đứng rồi đánh dấu chiều cao của các bạn lên đó bởi ba điểm. Điểm A ứng với chiều cao của bạn An, B ứng với chiều cao của Bắc và C ứng với chiều cao của Cường. Biết rằng bạn An cao 150 cm, bạn Bắc cao 153 cm, bạn Cường cao 148 cm. Sắp xếp các điểm A, B, C trên cây sào theo thứ tự từ thấp đến cao.

A. A, B, C.

B. A, C, B.

C. C, A, B.

D. C, B, A.","C","Ta có 148 < 150 < 153

Do đó, trên cây sào các điểm theo thứ tự từ thấp đến cao là C, A, B. ","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","Phép cộng số tự nhiên có tính chất:

A. Giao hoán.

B. Kết hợp.

C. Vừa giao hoán, vừa kết hợp.

D. Cả A, B, C đều sai.","C","Phép cộng số tự nhiên vừa có tính chất giao hoán, vừa có tính chất kết hợp.","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","Trong phép tính 123 – 11 = 112. Thì 112 là

A. Số trừ

B. Số bị trừ

C. Tổng

D. Hiệu","D","Trong phép tính 123 – 11 = 112 thì 112 là hiệu.","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","Kết quả của phép tính: 1 201 – 89 = ?

A. 1 112.

B. 1 290.

C. 1 121.

D. 1 102.","A","Kết quả của phép tính 1 201 – 89 = 1 112.","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","Tìm x, thỏa mãn 123 + x = 981.

A. x = 123.

B. x = 981.

C. x = 858.

D. x = 1 104.","C","123 + x = 981 

          x = 981 – 123 

          x = 858.

Vậy x = 858.","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","Thực hiện phép tính: 13 + 84 + 87 + 16

A. 190

B. 200

C. 180

D. 210","B","13 + 84 + 87 + 16

= (13 + 87) + (84 + 16) 

= 100 + 100 

= 200.","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","Sản lượng gieo trồng lúa vụ Thu Đông năm 2019 của vùng Đồng bằng sông Cửu Long ước tính đạt được 763 tấn thóc, tăng 103 tấn so với năm 2018. Hãy tính sản lượng thóc thu được vào năm 2018.

A. 660 (tấn)

B. 760 (tấn)

C. 866 (tấn)

D. 766 (tấn)","C","Sản lượng thóc năm 2018 là: 763 + 103 = 866 (tấn)

Vậy sản lượng thóc thu được năm 2018 là 866 tấn.

","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","Tìm số tự nhiên x, biết: x + (120 – 25) = 345 

A. x = 240

B. x = 250

C. x = 300

D. x = 255","B","x + (120 – 25) = 345 

x + 95 = 345

x         = 345 – 95

x         = 250.","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","Phép nhân có tính chất:

A. Giao hoán

B. Kết hợp

C. Phân phối giữa phép nhân và phép cộng

D. Cả A, B và C đều đúng.","D","Phép nhân có tính chất:

+ Giáo hoán

+ Kết hợp 

+ Phân phối giữa phép nhân và phép cộng.","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","Phát biểu nào sau đây là sai?

A. a.1 = 1.a = a;

B. a.0 = 0.a = a;

C. (ab)c = a(bc) = abc;

D. a(b + c) = ab + ac.","B","Ta có a.0 = 0.a = 0 nên B sai.","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","Một trường Trung học cơ sở có 45 phòng học, mỗi phòng có 12 bộ bàn ghế, mỗi bộ bàn ghế có thể xếp cho 4 học sinh ngồi. Trường có thể nhận nhiều nhất bao nhiêu học sinh?

A. 540 học sinh.

B. 180 học sinh.

C. 2 060 học sinh.

D. 2 160 học sinh","D","Tổng số học sinh nhiều nhất mà trường có thể nhận được là:

45.12.4 = 2 160 (học sinh).","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","Khi chia hai lũy thừa cùng cơ số (khác 0) thì:

A. Ta giữ nguyên cơ số và cộng hai số mũ lại.

B. Ta giữ nguyên cơ số và nhân hai cơ số lại.

C. Ta giữ nguyên cơ số và chia số mũ của số bị chia cho số mũ của số chia.

D. Ta giữ nguyên cơ số và trừ số mũ của số bị chia cho số mũ của số chia.","D","Khi chia hai lũy thừa cùng cơ số (khác 0), ta giữ nguyên cơ số và trừ số mũ của số bị chia cho số mũ của số chia","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","16 là lũy thừa của số tự nhiên nào, và có số mũ bằng bao nhiêu?

A. Lũy thừa của 2, số mũ bằng 4

B. Lũy thừa của 4, số mũ bằng 3

C. Lũy thừa của 2, số mũ bằng 3

D. Lũy thừa của 2, số mũ bằng 3","A","16 = 4.4 = 42. 16 là lũy thừa của số 4 và số mũ bằng 2.

16 = 2.2.2.2 = 22. 16 là lũy thừa của số 2 và số mũ bằng 4.","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","Căn hộ nhà bác Cường diện tích 105 . Ngoại trừ bếp và nhà vệ sinh diện tích 30 , toàn bộ diện tích sàn còn lại được lát gỗ như sau: 18 được lát bằng gỗ loại 1 giá 350 nghìn đồng/ m2, phần còn lại dùng bằng gỗ loại 2 có giá 170 nghìn đồng/m2. Công lát là 30 nghìn đồng/m2

Viết biểu thức tính tổng chi phí bác Cường cần trả để lát sàn căn hộ như trên. Tính giá trị của biểu thức đó.

A. 15 990 000 đồng.

B. 2 250 000 đồng.

C. 18 240 000 đồng.

D. 9 690 000 đồng.","C","Diện tích sàn được lát gỗ là: 105 – 30 = 75 (m2)

Diện tích sàn lát gỗ loại 2 là: 75 – 18 = 57 (m2)

Chi phí mua gỗ loại 1 là:  350 000. 18 = 6 300 000 (đồng)

Chi phí mua gỗ loại 2 là: 170 000. 57 = 9 690 000 (đồng)

Chi phí trả công lát gạch là: 30 000. 75 = 2 250 000 (đồng)

Biểu thức tính tổng chi phí bác Cường cần trả để lát sàn là:

6 300 000 + 9 690 000 + 2 250 000

= 15 990 000 + 2 250 000

= 18 240 000 (đồng)

Vậy tổng chi phí bác Cường cần trả để lát sàn căn hộ trên là 18 240 000 đồng.
","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","Trong các số: 16; 24; 35; 68. Số nào không là bội của 4? 

A. 16.

B. 24.

C. 35.

D. 68.","C","Ta có 16 = 4.4 nên 16 chia hết cho 4. Do đó 16 là bội của 4.

Ta có 24 = 4.6 nên 24 chia hết cho 4. Do đó 24 là bội của 4.

Ta có 35 không chia hết cho 4 nên 35 không phải là bội của 4.

Ta có 68 = 4.17 nên 68 chia hết cho 4. Do đó 68 là bội của 4.","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","Hãy tìm tất cả các ước nhỏ hơn hoặc bằng 10 của 30.

A. 1; 2; 3; 5; 10.

B. 1; 3; 5; 6; 10.

C. 1; 2; 5; 6; 10.

D. 1; 2; 3; 5; 6; 10.","D","Lần lượt chia 30 cho các số tự nhiên từ 1 đến 30 ta thấy 30 chia hết cho: 1; 2; 3; 5; 6; 10; 25; 30.

Các ước nhỏ hơn hoặc 10 là: 1; 2; 3; 5; 6; 10.","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","Tìm ba ước khác nhau của 12 sao cho tổng của chúng bằng 12:

A. 1; 4; 6.

B. 2; 3; 6.

C. 1; 3; 4.

D. 2; 4; 6.","D","Lần lượt chia 12 cho các số tự nhiên từ 1 đến 12 ta thấy 12 chia hết cho các số: 1; 2; 3; 4; 6; 12.

Trong đó ba ước khác nhau có tổng bằng 12 là 2; 4; 6.","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","Áp dụng tính chất chia hết của một tổng, hãy tìm y thuộc tập sao cho x + 32 không chia hết cho 4.

A. 20.

B. 27.

C. 44.

D. A và C đều đúng.","B","Vì 32 chia hết cho 4 nên để x + 32 không chia hết cho 4 thì x phải không chia hết cho 4.

Mà x thuộc tập .

Nên x = 27.","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","ìm x là bội của 50 và thỏa mãn 200 < x < 300.

A. x = 240.

B. x = 250.

C. x = 280.

D. x = 300.","B","Lần lượt nhân 50 với các số tự nhiên 0; 1; 2; 3; 4; 5; 6; …

B(50) = {0; 50; 100; 150; 200; 250; 300; …}.

Mà 200 < x < 300 nên x = 250.","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","Cho hiệu 118 – 23. Kết luận nào sau đây là đúng:

A. Chia hết cho 5.

B. Không chia hết cho 5.

C. Chia hết cho 2.

D. Cả A, B và C đều sai.","A","Vì 118 chia hết cho 2, 23 không chia hết cho 2 nên hiệu 118 – 23 không chia hết cho 2. Do đó C sai.

118 không chia hết cho 5, 23 không chia hết cho 5 nhưng 118 – 23 = 95 chia hết cho 5.

Do đó A đúng, B sai.

Suy ra D sai.","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","Đội thể thao của trường có 45 vận động viên. Huấn luyện viên muốn chia thành các nhóm để luyện tập sao cho mỗi nhóm có ít nhất 2 người và không quá 10 người. Biết rằng các nhóm có số người như nhau, em hãy giúp huấn luyện viên chia nhé.

A. 15 nhóm;

B. 9 nhóm;

C. 5 nhóm;

D. Cả A, B và C đều đúng.","D","ọi số người mỗi nhóm được chia là x (người)

Ta có mỗi nhóm có ít nhất 2 người và không quá 10 người nên x ∈ ¥; 2 ≤ x ≤ 10 

Vì đội thể thao của trường có 45 vận động viên và huấn luyện viên chia thành các nhóm mà mỗi nhóm có số người như nhau nên Bài tập trắc nghiệm Quan hệ chia hết và tính chất có đáp án - Toán lớp 6 Kết nối tri thức hay x ∈ Ư(45) 

Ta lại có Ư(45) = {1; 3; 5; 9; 15; 45}

Mà 2 ≤ x ≤ 10 do đó x ∈ {3; 5; 9} 

Với số người mỗi nhóm được chia là 3 người thì số nhóm là: 45 : 3 = 15 (nhóm)

Với số người mỗi nhóm được chia là 5 người thì số nhóm là: 45 : 5 = 9 (nhóm)

Với số người mỗi nhóm được chia là 9 người thì số nhóm là: 45 : 9 = 5 (nhóm)

Vậy huấn luyện viên có thể chia thành 15 nhóm, 9 nhóm hoặc 5 nhóm.
","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","Khi chia số tự nhiên a cho 12, ta được số dư là 6. Hỏi a có chia hết cho 2 không? Có chia hết cho 4 không?

A. a chia hết cho 2 và 4.

B. a chia hết cho 2 nhưng không chia hết cho 4.

C. a không chia hết cho 2 nhưng chia hết cho 4.

D. a không chia hết cho cả 2 và 4.","B","Ta có a chia cho 12 dư 6 nghĩa là a – 6 chia hết cho 12.

Vì a – 6 chia hết cho 12 nên a – 6 chia hết cho 2 và 4.

Vì 6 chia hết cho 2 nên a chia hết cho 2.

Vì 6 không chia hết cho 4 nên a không chia hết cho 4.

Vậy a chia hết cho 2 nhưng không chia hết cho 4.","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","Trong các số: 10 203; 450; 305; 194 724; 234 500. Có bao nhiêu số chia hết cho 5.

A. 0;

B. 1;

C. 2;

D. 3.","D","Các số chia hết cho 5 có chữ số tận cùng là 0 hoặc 5 là: 450; 305 và 234 500.

Vậy có 3 số chia hết cho 5.","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","Trong các số: 102; 355; 270; 2 350; 6 708. Số nào chia hết cho cả 2 và 5.

A. 102 và 270.

B. 355 và 2 350.

C. 270 và 2 350.

D. 355 và 6 708.","C","Số vừa chia hết cho 2 và 5 là số có tận cùng bằng 0.","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","Trên một bờ đất dài 108m, một bác nông dân có kế hoạch trồng một số cây dừa thành một hàng sao cho hai cây cách đều nhau là 9m và luôn có cây ở vị trí đầu và cuối của bờ đất. Hỏi bác nông dân có trồng được như vậy không? Nếu được, bác cần bao nhiêu cây dừa để trồng?
A. 12;

B. 13;

C. 10;

D. 11","B","Ta thấy 108 có tổng các chữ số là 1 + 0 + 8 = 9 9 nên 108  9

Mà hai cây cách đều nhau 9m vì thế mà bác nông dân trồng được như vậy.

Vì cứ 2 cây dừa liên tiếp có 1 khoảng cách là 9m, 3 cây dừa liên tiếp có 2 khoảng cách, … nên số các khoảng cách giữa hai cây liên tiếp là: 

108 : 9 = 12 (khoảng cách)

Số cây dừa bác cần để trồng là:

12 + 1 = 13 (cây)

Vậy bác cần trồng 13 cây dừa.","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","ó 162 học sinh tham gia chương trình đào tạo bóng đá, được chia thành các đội. Mỗi đội cần có 9 học sinh. Nhận xét nào dưới đây là đúng.

A. Có một đội không đủ 9 học sinh.

B. Có hai một không đủ 9 học sinh.

C. Có ba đội không đủ 9 học sinh.

D. Không có đội nào không đủ 9 học sinh.","D","Tổng các chữ số của 162 là 1 + 6 + 2 = 9 chia hết cho 9 nên 162 chia hết cho 9. Do đó chia 162 em học sinh thành các đội, thì không có đội nào không đủ 9 học sinh.","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","Trong các số sau: 16; 17; 20; 21; 23; 97. Có bao nhiêu số là hợp số?

A. 0;

B. 1;

C. 2;

D. 3.","D","16 có 5 ước là 1; 2; 4; 8; 16 nên 16 là hợp số.

17 có 2 ước là 1 và 17 nên 17 là số nguyên tố.

20 có 6 ước là 1; 2; 4; 5; 10 và 20 nên 20 là hợp số.

21 có 4 ước là 1; 3; 7 và 21 nên 21 là hợp số.

23 có 2 ước là 1 và 23 nên 23 là số nguyên tố.

97 có 2 ước là 1 và 97 nên 97 là số nguyên tố.

Vậy có 3 số là hợp số. ","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm"," Trong nghi lễ thượng cờ lúc 6 giờ sáng và hạ cờ lúc 21 giờ hàng ngày ở Quảng trường Ba Đình, đội tiêu binh có 34 người gồm 1 sĩ quan chỉ huy đứng đầu và 33 chiến sĩ. Hỏi có bao nhiêu cách sắp xếp 33 chiến sĩ thành các hàng, sao cho mỗi hàng có số người như nhau?

A. 1;

B. 2;

C. 3;

D. 4.","D","Ta có: 33 = 3 . 11

Vì xếp 33 chiến sĩ thành các hàng thì số hàng là ước của 33

Ư(33) = 1; 3; 11; 33.

Với số hàng là 1 thì số người mỗi hàng là: 33 : 1 = 33 (người)

Với số hàng là 3 thì số người mỗi hàng là: 33 : 3 = 11 (người)

Với số hàng là 11 thì số người mỗi hàng là: 33 : 11 = 3 (người)

Với số hàng là 33 thì số người mỗi hàng là: 33 : 33 = 1 (người)

Vậy có 4 cách cách sắp xếp 33 chiến sĩ thành các hàng.","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","Hai số nguyên tố được gọi là sinh đôi nếu chúng hơn kém nhau hai đơn vị. Ví dụ 17 và 19 là hai số nguyên tố sinh đôi. Em hãy liệt kê các cặp số nguyên tố sinh đôi nhỏ hơn 40. Có tất cả bao nhiêu cặp?

A. 5;

B. 6;

C. 7;

D. 8.","A","Các cặp số nguyên tố sinh đôi nhỏ hơn 40: 

+) 3 và 5

+) 5 và 7

+) 11 và 13

+) 17 và 19

+) 29 và 31

Vậy có tất cả 5 cặp. ","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","Chọn phát biểu đúng.

A. Ước chung của hai hay nhiều số chỉ có thể là số 1.

B. Ước chung lớn nhất của hai hay nhiều số là ước lớn nhất của số lớn nhất trong các số đó.

C. Ước chung lớn nhất của hai hay nhiều số là số lớn nhất trong tập hợp các ước chung cuả các số đó.

D. Cả A, B, C đều sai.","C","Ước chung của hai hay nhiều số là ước của tất cả các số đó, không nhất thiết là chỉ có số 1. Do đó A sai.

Ước chung lớn nhất của hai hay nhiều số là số lớn nhất trong tập hợp các ước chung cuả các số đó. Do đó B sai, C đúng, D sai.","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","Tìm ƯCLN(72, 63, 1):

A. 63;

B. 72;

C. 9;

D. 1.","D","Ta có ƯCLN(a, b, 1) = 1 với a, b là các số tự nhiên.

Vậy ƯCLN(72, 63, 1) = 1.","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","Tìm tất cả các số tự nhiên khác 0, không vượt quá 60 sao cho ƯCLN của hai số đó là 17. 

A. 17; 34 và 51.

B. 17; 34 và 41.

C. 17 và 51.

D. 17 và 34.","A","Các số tự nhiên có ƯCLN là 17 nên các số đó là bội của 17.

Muốn tìm bội của 17, ta nhân lần lượt 17 với các số tự nhiên 0; 1; 2; 3; 4; 5; 6; …

B(17) = {0; 17; 34; 51; 68; …}.

Mà các số tự nhiên cần tìm khác 0 và không vượt quá 60 nên các số đó là: 17; 34 và 51.","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","Một số bằng tổng các ước của nó (không kể chính nó) gọi là số hoàn hảo. Chẳng hạn, các ước của 6 (không kể chính nó) là 1; 2; 3 ta có 1 + 2 + 3 = 6. Vậy 6 là số hoàn hảo. Hãy chỉ ra trong các số 10; 28; 49 số nào là số hoàn hảo.

A. 10;

B. 28;

C. 49;

D. 10; 28 và 49.","B","Lấy 10 chia cho các số tự nhiên từ 1 đến 10 ta thấy 10 chia hết cho 1; 2; 5; 10.

Các ước của 10 không kể chính nó là: 1; 2 và 5.

Ta có: 1 + 2 + 5 = 8 (khác 10).

Vậy 10 không phải là số hoàn hảo.

 Lấy 28 chia cho các số tự nhiên từ 1 đến 28 ta thấy 28 chia hết cho 1; 2; 4; 7; 14; 28.

Các ước của 28 không kể chính nó là: 1; 2; 4; 7; 14.

Ta có: 1 + 2 + 4 + 7 + 14  = 28.

Vậy 28 là số hoàn hảo.

 Lấy 49 chia cho các số tự nhiên từ 1 đến 49 ta thấy 49 chia hết cho 1; 7; 49.

Các ước của 49 không kể chính nó là: 1; 7.

Ta có 1 + 7 = 8 (khác 49) 

Vậy 49 không phải số hoàn hảo.F592","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","Bội chung của hai hay nhiều số là gì: 

A. là một tập hợp.

B. là ước của tất cả các số đó.

C. là bội của tất cả các số đó.

D. A, B và C đều đúng.","C"," Bội chung của hai hay nhiều số là bội của tất cả các số đó.","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","Mọi số tự nhiên a và b khác 0 ta có:

A. BCNN(a, b, 1) = a.

B. BCNN(a, b, 1) = b.

C. BCNN(a, b, 1) = 1.

D. BCNN(a, b, 1) = BCNN(a, b).","D","Mọi số tự nhiên đều là bội của 1. Do đó với  mọi số tự nhiên a và b (khác 0), ta có:

BCNN(a, b, 1) = BCNN(a, b).","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","ho biết BC(4, 6) = {0; 12; 24; 36; 48; …}. Hãy cho biết BCNN(4, 6).

A. BCNN(4,6) = 0.

B. BCNN(4, 6) = 12.

C. BCNN(4, 6) = 24.

D. BCNN(4, 6) = 36.","B","Trong tập hợp BC(4, 6) ta thấy bội chung nhỏ nhất khác 0 là 12.

Nên BCNN(4, 6) = 12.","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","Tìm các số tự nhiên a và b (a < b), biết ƯCLN(a, b) = 15 và BCNN(a, b) = 180. Hỏi có bao nhiêu cặp số a và b như thế? 

A. 0;

B. 1;

C. 2;

D. 3","C","Đặt a = 15m, b = 15 n với , m < n và ƯCLN(m, n) = 1.

Ta có: ab = ƯCLN(a, b).BCNN(a, b) = 15.180 = 2 700.

Do đó (15m).(15n) = 2700

Hay 15.15.m.n = 2 700

225.m.n = 2 700

m.n = 12 = 1.12 = 3.4 = 2.6.

Vì m, n là các số tự nhiên khác 0 thỏa mãn m < n và nguyên tố cùng nhau nên:

+) m = 1, n = 12 suy ra a = 15, b = 180.

+) m = 3, n = 4 suy ra a = 45; n = 60.

Vậy có 2 cặp (a, b).","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","Trong một buổi tập đồng diễn thể dục có khoảng 400 đến 500 người tham gia. Thầy tổng phụ trách cho xếp thành hàng 5, hàng 6 và hàng 8 thì đều thừa một người. Hỏi có chính xác bao nhiêu người dự buổi tập đồng diễn thể dục.

A. 480;

B. 481;

C. 360;

D. 361.","B","Gọi số người tham gia buổi tập đồng diễn thể dục là x (, 400 < x < 500).

Do số người tham gia xếp thàng hàng 5, hàng 6 và hàng 8 đều thừa một người nên ta có:

Bài tập trắc nghiệm Bội chung. Bội chung nhỏ nhất có đáp án - Toán lớp 6 Kết nối tri thức

nên x – 1 BC(5, 6, 8).

Ta có 5 = 5, 6 = 2.3, 8 = 23.

Khi đó: BCNN(5, 6, 8) = 23.3.5 = 8.3.5 = 120.

Suy ra BC(5, 6, 8) = B(120) = .

Do đó x – 1 .

Hay x .

Mà 400 < x < 500 nên x = 481. ","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","Học sinh lớp 6A khi xếp thành hàng 2, hàng 3, hàng 7 đều vừa đủ hàng. Hỏi số học sinh lớp 6A là bao nhiêu, biết rằng số học sinh nhỏ hơn 45?

A. 42;

B. 45;

C.21;

D. 35.","A","Số học sinh lớp 6A khi xếp thành hàng 2, hàng 3, hàng 7 đều vừa đủ nên số học sinh là bội chung của 2, 3 và 7. 

Ta có: 2 = 2, 3 = 3, 7 = 7. 

BCNN(2, 3, 7) = 2.3.7 = 42.

BC(2, 3, 7) = B(42) = {0; 42; 84; 126; …}.

Mà số học sinh nhỏ hơn 45 nên số học sinh của 6A là 42 học sinh.","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm"," Hãy sắp xếp số sau theo thứ tự tăng dần: -3; +4; 7; -7; 0; -1.

A. – 7; - 3 ; - 1; 0 ; + 4 ; 7.

B. 7; +4; 0; -1; -3; -7.

C.7; -7; +4; -3; -1; 0.

D. 0; -1; -3; +4; - 7; 7.","A","Ta chia làm 3 nhóm:

+) Nhóm 1 gồm các số nguyên âm: -3; -7; -1.

+) Nhóm 2 gồm các số nguyên: 0; +4; 7.

Xét nhóm 1: 

Ta có số đối của -3 là 3;

Số đối của – 7 là 7;

Số đối của -1 là 1;

Vì 1 < 3 < 7 nên - 7 < - 3 < - 1.

Xét nhóm 2: ta có 0 < 4 < 7.

Mà các số nguyên âm luôn nhỏ hơn 0 nên ta có: - 7 < - 3 < - 1 < 0 < 4 < 7.

Các số được sắp theo thứ tự tăng dần là: – 7; - 3 ; - 1; 0 ; + 4 ; 7.","","","","","","",""
"Toán","6","Đại số","Bài tập trắc nghiệm","Cho tập hợp J = {x ∈ ℤ | -13 < x < -12}. Phát biểu nào dưới đây là đúng.

A. Tập hợp J có 1 phần tử.

B. Tập hợp J có 2 phần tử.

C. Tập hợp J có 3 phần tử.

D. Tập hợp J có 0 phần tử.","D","Không tồn tại số nguyên nào lớn hơn -13 và nhỏ hơn -12.

Vậy J có 0 phần tử.","","","","","","",""
